,Cycle,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure7,SensorMeasure8,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure15,SensorMeasure17,SensorMeasure20,SensorMeasure21,labels
15,16,642.08,1583.69,1386.09,553.1,2387.97,47.05,521.34,2387.98,8.3894,391,38.96,23.2864,0
16,17,641.81,1585.97,1400.73,555.12,2387.99,47.03,522.56,2388.0,8.3858,391,38.93,23.4351,0
17,18,642.54,1582.88,1402.49,554.52,2387.99,47.16,522.4,2387.99,8.3588,390,39.05,23.5071,0
18,19,641.98,1578.67,1391.79,555.36,2388.01,47.39,522.03,2388.02,8.369,391,39.0,23.5318,0
19,20,641.95,1584.63,1400.59,554.33,2387.95,47.18,522.66,2388.02,8.3669,390,39.03,23.3584,0
20,21,642.13,1585.58,1395.62,554.51,2387.97,47.09,522.06,2388.01,8.39,391,39.08,23.3131,0
21,22,641.93,1584.08,1399.28,554.6,2387.97,47.2,522.02,2387.95,8.3808,393,38.9,23.3769,0
22,23,641.74,1589.89,1393.89,554.49,2387.95,47.02,522.17,2388.01,8.3915,391,38.99,23.4702,0
23,24,641.85,1582.94,1391.85,553.55,2388.02,47.21,522.24,2388.01,8.3843,391,39.11,23.371,0
24,25,642.13,1584.81,1388.46,554.19,2387.92,47.22,522.21,2387.99,8.3668,391,39.01,23.383,0
25,26,642.04,1587.17,1392.58,555.25,2388.02,46.97,522.36,2388.01,8.3794,391,39.17,23.458,0
26,27,641.52,1582.45,1394.29,554.39,2387.92,47.11,522.82,2388.01,8.3617,392,38.96,23.3958,0
27,28,641.72,1574.66,1392.02,554.46,2387.99,47.15,522.26,2387.99,8.3814,390,39.12,23.3809,0
28,29,641.92,1586.22,1391.03,554.79,2387.98,47.23,522.11,2387.98,8.3697,391,39.05,23.5146,0
29,30,642.02,1591.32,1386.03,553.7,2387.97,47.28,522.08,2388.01,8.3696,391,39.07,23.4623,0
30,31,642.58,1586.89,1399.93,553.79,2388.02,46.81,521.77,2388.02,8.3674,390,39.13,23.4465,0
31,32,641.71,1584.42,1396.33,554.42,2387.97,47.16,522.32,2387.99,8.3878,390,39.0,23.4369,0
32,33,642.3,1579.0,1390.83,554.94,2387.96,47.12,522.02,2388.01,8.3704,391,38.96,23.3664,0
33,34,642.25,1585.12,1386.04,554.72,2387.91,47.28,522.66,2387.96,8.3777,391,39.0,23.3631,0
34,35,642.17,1582.09,1396.61,553.47,2387.97,47.22,522.74,2387.89,8.3625,391,38.81,23.4794,0
35,36,641.9,1585.09,1398.82,553.95,2387.97,47.23,522.57,2388.05,8.3392,391,39.06,23.2847,0
36,37,642.08,1579.31,1394.4,555.1,2387.97,47.12,522.23,2387.96,8.3371,391,39.07,23.4466,0
37,38,641.91,1579.73,1397.55,554.54,2388.01,47.28,522.41,2388.0,8.358,392,39.06,23.4168,0
38,39,641.9,1581.92,1389.73,554.23,2387.96,47.25,521.69,2388.01,8.3701,390,39.09,23.3557,0
39,40,642.32,1585.27,1390.48,555.45,2387.98,46.97,522.24,2387.96,8.3552,391,39.14,23.4782,0
40,41,641.65,1588.09,1395.49,554.78,2387.97,47.15,522.54,2388.0,8.3798,393,39.06,23.3938,0
41,42,641.88,1578.2,1399.93,554.28,2387.96,47.09,521.5,2387.95,8.3827,390,39.19,23.3376,0
42,43,642.16,1583.34,1390.22,553.86,2387.96,47.07,522.34,2387.97,8.3771,391,39.11,23.3142,0
43,44,642.37,1578.72,1393.45,553.77,2388.0,47.12,522.64,2387.98,8.3896,391,39.03,23.496,0
44,45,641.97,1582.03,1392.95,554.1,2387.98,47.08,522.1,2387.99,8.3722,393,38.96,23.363,0
45,46,642.1,1577.38,1391.19,554.48,2387.97,47.15,522.29,2387.95,8.3958,390,39.21,23.4863,0
46,47,642.21,1581.53,1396.93,554.27,2387.99,47.03,521.87,2387.98,8.3712,392,39.05,23.3468,0
47,48,641.99,1580.73,1392.49,553.97,2387.98,47.15,521.77,2388.0,8.4106,392,39.14,23.4133,0
48,49,642.64,1580.57,1395.08,554.84,2387.95,46.99,522.31,2387.95,8.3875,391,39.22,23.3262,0
49,50,642.01,1575.87,1403.67,554.43,2387.97,47.25,522.32,2388.0,8.4028,391,38.81,23.3849,0
50,51,642.89,1575.59,1400.11,554.63,2388.02,47.28,522.7,2387.96,8.3906,391,39.1,23.4062,0
51,52,641.87,1584.53,1394.56,555.06,2388.03,47.05,521.66,2388.01,8.38,392,38.91,23.5035,0
52,53,642.14,1579.27,1389.8,554.42,2388.01,46.96,522.38,2388.0,8.3855,390,38.98,23.4398,0
53,54,641.89,1582.21,1390.86,554.84,2388.0,47.14,522.36,2388.05,8.3856,390,38.9,23.4352,0
54,55,641.98,1575.77,1392.1,553.61,2387.99,47.18,522.56,2388.05,8.3801,391,39.02,23.4027,0
55,56,642.32,1574.35,1395.86,555.03,2388.03,47.17,522.33,2387.93,8.3881,390,39.21,23.3809,0
56,57,641.55,1576.41,1403.17,555.47,2387.99,47.04,523.05,2388.0,8.3927,390,39.02,23.4308,0
57,58,642.87,1577.57,1391.11,554.5,2387.98,46.86,521.86,2387.93,8.3905,391,38.83,23.407,0
58,59,642.13,1585.69,1390.35,554.46,2388.0,47.01,522.94,2388.01,8.3644,392,39.05,23.4875,0
59,60,641.55,1582.71,1386.83,555.1,2388.07,47.21,522.93,2387.96,8.3799,391,39.1,23.3359,0
60,61,642.46,1583.1,1393.54,553.77,2388.0,46.95,522.28,2387.97,8.3725,390,39.04,23.4433,0
61,62,642.03,1587.38,1400.72,554.23,2387.97,47.18,521.87,2387.95,8.3796,391,38.98,23.385,0
62,63,641.82,1580.8,1397.46,554.0,2387.97,47.18,521.93,2388.0,8.376,391,39.15,23.398,0
63,64,641.9,1582.8,1397.57,554.3,2387.98,47.23,522.52,2387.95,8.3926,392,39.05,23.4855,0
64,65,642.29,1583.92,1393.83,555.56,2388.01,46.98,522.53,2387.97,8.38,391,39.08,23.4833,0
65,66,641.66,1586.94,1396.34,555.09,2387.98,47.34,521.56,2387.94,8.3621,392,39.06,23.5091,0
66,67,642.5,1581.35,1399.36,554.72,2388.05,47.16,522.42,2388.02,8.3762,391,39.13,23.4304,0
67,68,641.79,1580.56,1393.55,554.75,2388.01,47.22,522.99,2387.97,8.3711,392,39.19,23.4109,0
68,69,641.91,1581.91,1400.97,553.84,2388.0,47.16,522.47,2387.97,8.3978,391,39.1,23.5891,0
69,70,642.13,1584.85,1388.35,555.01,2387.97,47.15,522.26,2387.94,8.3663,390,39.2,23.4427,0
70,71,641.7,1583.97,1399.56,554.66,2387.99,47.14,522.32,2387.95,8.4236,391,39.08,23.4103,0
71,72,641.65,1587.72,1398.45,553.82,2387.99,47.02,523.06,2387.97,8.383,390,39.07,23.4312,0
72,73,642.16,1578.61,1393.97,554.92,2387.99,47.21,522.66,2387.99,8.3758,392,39.11,23.4585,0
73,74,642.55,1583.02,1400.1,554.56,2387.96,47.18,522.83,2387.98,8.3358,391,39.02,23.3008,0
74,75,642.64,1576.58,1394.69,554.28,2387.96,47.13,522.25,2387.98,8.3577,389,38.91,23.3805,0
75,76,642.14,1582.93,1396.36,554.01,2387.99,46.99,522.49,2388.01,8.4161,392,39.24,23.4243,0
76,77,642.61,1592.1,1390.61,553.77,2387.92,47.11,522.47,2388.01,8.3408,391,38.97,23.5071,0
77,78,641.68,1583.64,1388.22,555.24,2388.03,47.2,522.59,2388.08,8.3479,392,39.17,23.4742,0
78,79,642.36,1580.19,1396.03,554.58,2388.02,47.1,521.71,2388.04,8.3797,391,39.17,23.3933,0
79,80,642.21,1582.07,1393.01,554.76,2388.05,47.15,521.71,2388.02,8.3726,390,39.17,23.3814,0
80,81,641.85,1583.84,1392.55,554.09,2387.94,47.15,521.98,2388.06,8.3781,393,39.2,23.4938,0
81,82,641.93,1582.23,1393.5,554.55,2387.98,47.26,522.18,2387.95,8.3483,392,38.89,23.5361,0
82,83,641.26,1581.56,1396.63,554.05,2387.97,47.2,522.36,2387.93,8.3707,392,38.89,23.4633,0
83,84,642.09,1584.56,1394.38,554.74,2387.96,47.13,522.48,2387.98,8.3381,390,38.88,23.4539,0
84,85,642.3,1580.36,1400.97,554.54,2388.0,47.27,522.69,2387.94,8.3419,391,38.91,23.586,0
85,86,641.71,1579.3,1400.48,554.1,2387.99,47.07,521.99,2388.0,8.3939,391,39.01,23.3921,0
86,87,642.41,1588.19,1398.1,555.37,2387.99,47.18,522.66,2388.0,8.3576,391,39.08,23.4198,0
87,88,642.63,1595.82,1392.11,554.82,2388.04,47.03,522.31,2388.0,8.3893,391,39.02,23.5174,0
88,89,642.22,1591.27,1391.13,554.98,2388.03,47.06,523.16,2388.02,8.3718,392,39.04,23.3986,0
89,90,642.21,1594.21,1402.12,554.85,2387.97,46.93,522.67,2387.96,8.3861,390,38.93,23.332,0
90,91,642.23,1580.4,1394.86,554.4,2387.97,47.05,522.85,2388.05,8.367,391,39.21,23.5703,0
91,92,641.97,1592.61,1391.63,554.94,2387.94,47.21,523.0,2388.02,8.3634,391,39.01,23.4324,0
92,93,641.68,1579.92,1398.22,553.91,2388.0,46.92,522.65,2387.98,8.394,391,39.08,23.4121,0
93,94,641.64,1588.25,1397.16,554.94,2388.02,47.24,522.97,2387.96,8.3872,393,39.01,23.4117,0
94,95,642.58,1582.16,1398.4,554.53,2388.04,47.28,522.17,2388.06,8.3673,391,39.11,23.4573,0
95,96,641.51,1583.54,1392.78,555.03,2388.01,47.17,522.2,2388.01,8.3988,391,38.98,23.3701,0
96,97,642.27,1575.89,1392.32,555.33,2388.01,47.29,522.72,2388.03,8.385,392,39.0,23.5483,0
97,98,642.37,1588.7,1395.15,555.1,2387.99,47.3,522.99,2387.98,8.3613,389,39.29,23.3701,0
98,99,642.2,1584.29,1395.94,554.61,2387.96,47.22,522.54,2388.01,8.3763,391,38.98,23.4506,0
99,100,642.04,1581.93,1400.09,555.17,2387.98,47.12,523.03,2388.02,8.3825,392,39.07,23.3867,0
100,101,642.34,1576.82,1394.6,554.84,2387.98,47.36,522.93,2387.98,8.3788,391,38.89,23.4123,0
101,102,641.91,1581.62,1391.24,555.57,2388.01,47.29,523.4,2387.98,8.3678,390,39.01,23.3691,0
102,103,642.18,1581.26,1397.08,554.73,2388.04,47.07,523.37,2388.06,8.3651,392,39.1,23.3855,0
103,104,642.26,1587.57,1399.5,554.38,2387.98,47.21,522.43,2387.99,8.394,391,39.06,23.4951,0
104,105,641.92,1579.48,1393.44,554.86,2388.0,47.16,522.59,2388.01,8.3829,390,39.24,23.3935,0
105,106,641.76,1580.06,1400.93,554.85,2388.08,47.25,522.25,2387.99,8.3699,391,38.99,23.3458,0
106,107,641.42,1587.86,1401.65,555.74,2388.05,47.25,522.51,2388.01,8.4102,392,39.11,23.4337,0
107,108,642.03,1588.01,1399.3,554.64,2388.0,47.07,522.64,2388.04,8.3545,391,39.04,23.3785,0
108,109,642.43,1583.66,1384.28,555.57,2387.99,46.92,522.7,2387.97,8.3778,391,39.15,23.4073,0
109,110,641.84,1593.11,1394.3,555.35,2388.01,47.32,522.62,2388.04,8.3858,391,39.26,23.4631,0
110,111,641.59,1589.46,1397.35,554.73,2388.01,47.11,522.24,2387.99,8.394,391,39.0,23.5711,0
111,112,642.11,1593.24,1395.53,555.4,2387.99,47.32,522.65,2387.98,8.3746,391,39.07,23.4441,0
112,113,641.84,1583.93,1401.28,554.73,2388.0,47.09,522.99,2387.94,8.2973,392,39.03,23.4149,0
113,114,642.5,1588.54,1397.44,554.8,2388.01,47.16,522.83,2387.99,8.3675,390,39.14,23.5141,0
114,115,642.01,1587.69,1393.65,554.18,2387.97,47.07,522.53,2388.04,8.3925,391,39.12,23.425,0
115,116,641.89,1584.11,1400.72,554.82,2388.01,47.37,522.2,2387.99,8.3732,391,39.12,23.4828,0
116,117,641.84,1584.04,1397.34,554.71,2387.99,47.26,522.8,2388.01,8.3339,392,39.16,23.3863,0
117,118,641.09,1586.23,1387.57,555.2,2388.04,47.09,522.8,2388.02,8.3593,391,39.07,23.4567,0
118,119,642.76,1585.85,1394.4,554.63,2388.02,47.3,523.72,2388.06,8.3634,394,38.95,23.3537,0
119,120,641.74,1585.05,1391.42,555.27,2388.03,47.18,522.84,2388.03,8.3541,390,39.22,23.4935,0
120,121,641.93,1580.45,1391.98,555.18,2388.04,47.14,523.02,2387.96,8.3511,391,39.13,23.4104,0
121,122,642.35,1591.09,1397.14,554.8,2387.95,47.15,523.11,2387.99,8.3495,391,39.26,23.5043,0
122,123,642.03,1588.46,1403.08,555.33,2387.98,47.3,523.64,2388.0,8.3468,391,38.94,23.5469,0
123,124,642.12,1578.42,1393.99,554.89,2388.05,47.21,523.02,2388.03,8.3949,392,39.09,23.3946,0
124,125,642.07,1581.82,1399.51,555.35,2387.99,47.19,523.01,2388.04,8.3562,393,39.05,23.4932,0
125,126,641.57,1576.91,1404.68,555.69,2388.03,47.06,522.99,2388.02,8.354,392,39.06,23.4344,0
126,127,642.08,1582.27,1402.01,555.24,2388.02,47.2,523.35,2388.03,8.3646,391,39.09,23.4207,0
127,128,642.2,1579.38,1400.19,555.75,2388.02,47.44,522.88,2388.05,8.385,392,39.13,23.4442,0
128,129,642.8,1581.72,1397.99,555.42,2388.02,47.24,521.72,2388.01,8.3087,391,39.03,23.4617,0
129,130,642.29,1587.59,1401.06,555.5,2388.04,47.07,523.28,2388.05,8.3756,391,39.04,23.5322,0
130,131,641.71,1580.97,1402.37,554.76,2387.99,47.11,523.12,2388.04,8.3934,391,39.17,23.4531,0
131,132,641.99,1584.37,1395.54,554.78,2387.94,47.1,522.55,2388.03,8.3817,393,39.06,23.3709,0
132,133,642.08,1586.6,1397.64,554.46,2388.02,47.15,522.56,2388.03,8.3844,391,39.16,23.3987,0
133,134,642.16,1591.27,1394.75,555.81,2388.01,46.96,523.36,2388.04,8.3476,392,39.1,23.4924,0
134,135,642.08,1588.82,1397.46,554.91,2388.02,47.2,522.64,2387.99,8.3628,392,39.32,23.4371,0
135,136,642.1,1587.8,1403.13,555.21,2388.03,47.27,523.51,2388.04,8.3622,390,39.2,23.4145,0
136,137,641.99,1583.82,1401.11,556.08,2387.99,47.24,523.34,2388.01,8.3809,389,39.04,23.4678,0
137,138,642.73,1584.21,1399.95,555.77,2388.05,47.03,522.94,2388.06,8.3767,391,38.99,23.4498,0
138,139,642.11,1584.24,1402.59,554.73,2388.03,47.13,523.12,2388.04,8.3585,391,38.99,23.4838,0
139,140,642.54,1588.8,1398.89,555.47,2388.0,47.38,523.09,2388.01,8.3919,391,39.2,23.4876,0
140,141,642.94,1589.4,1403.6,555.95,2388.04,47.33,523.7,2388.05,8.3586,392,39.23,23.482,0
141,142,642.06,1587.47,1402.04,555.86,2388.04,47.16,523.04,2388.01,8.3514,390,39.06,23.4584,0
142,143,641.66,1585.69,1397.48,555.37,2388.02,47.15,522.85,2387.99,8.3831,392,39.11,23.3014,0
143,144,642.68,1585.12,1405.64,556.24,2388.02,47.3,523.7,2388.09,8.3913,392,39.12,23.4359,0
144,145,642.15,1578.81,1393.67,555.88,2387.99,47.37,523.16,2388.02,8.3338,390,38.89,23.4815,0
145,146,642.0,1580.17,1391.55,555.56,2388.03,47.25,523.8,2388.03,8.3835,391,39.05,23.452,0
146,147,642.42,1583.44,1398.08,556.03,2388.07,47.19,523.92,2388.07,8.3404,393,39.05,23.4536,0
147,148,642.0,1586.04,1396.92,554.49,2388.05,47.2,523.47,2388.0,8.3706,393,39.11,23.553,0
148,149,642.46,1587.27,1401.27,555.37,2388.07,47.41,523.42,2388.03,8.3399,392,39.1,23.4436,0
149,150,642.71,1583.24,1400.42,554.68,2388.0,47.22,524.03,2388.04,8.3233,392,38.94,23.5358,0
150,151,642.3,1587.36,1395.05,555.33,2387.98,47.21,524.3,2388.03,8.3741,391,38.95,23.3496,0
151,152,641.86,1585.78,1403.73,555.8,2388.07,47.03,523.65,2388.07,8.3703,391,39.05,23.4395,0
152,153,641.87,1583.43,1399.37,555.85,2387.99,47.18,523.44,2388.02,8.3569,390,39.03,23.3989,0
153,154,642.2,1581.19,1398.19,555.56,2388.0,47.35,524.26,2387.98,8.3659,391,39.09,23.4524,0
154,155,642.52,1583.22,1400.22,555.98,2388.01,47.15,523.68,2388.04,8.3447,392,39.23,23.529,0
155,156,642.26,1581.99,1394.84,556.36,2388.05,47.29,523.89,2388.05,8.3639,392,39.11,23.3871,0
156,157,642.06,1582.06,1400.26,556.25,2388.08,47.28,524.54,2388.02,8.364,391,39.2,23.5676,0
157,158,642.36,1581.81,1396.93,555.39,2388.02,47.24,523.81,2388.0,8.3629,393,38.94,23.4971,0
158,159,642.19,1583.91,1406.86,555.62,2387.99,47.33,524.0,2388.01,8.3732,391,39.1,23.4168,0
159,160,641.96,1586.35,1400.17,555.93,2388.05,47.31,523.83,2388.06,8.3612,390,39.02,23.4006,0
160,161,642.25,1588.87,1407.08,555.44,2388.09,47.2,524.1,2388.03,8.3865,392,39.09,23.4712,0
161,162,642.43,1584.79,1397.81,555.47,2388.05,47.19,523.91,2388.04,8.357,390,39.05,23.4064,0
162,163,642.46,1584.56,1406.14,555.77,2388.05,47.25,524.02,2388.04,8.3459,393,39.16,23.4325,0
163,164,642.03,1592.21,1395.65,555.56,2388.05,47.17,524.21,2388.06,8.3755,391,39.12,23.4965,0
164,165,641.78,1573.76,1397.77,556.06,2388.02,47.35,524.2,2388.0,8.3468,393,39.08,23.4504,0
165,166,642.0,1583.23,1401.02,555.71,2388.02,47.16,524.24,2388.03,8.354,393,39.02,23.4529,0
166,167,642.54,1579.1,1398.67,556.15,2388.04,47.39,524.13,2388.09,8.3743,393,39.19,23.548,1
167,168,642.03,1585.7,1401.8,555.92,2388.07,47.2,523.87,2388.04,8.3396,391,39.03,23.4747,1
168,169,642.38,1582.49,1387.64,555.24,2388.04,47.21,524.15,2388.03,8.3719,392,39.28,23.5136,1
169,170,642.01,1581.81,1395.18,555.97,2388.05,47.28,523.84,2388.11,8.3467,392,39.09,23.4993,1
170,171,642.4,1583.98,1397.25,556.94,2388.11,47.3,524.94,2388.11,8.3796,391,39.12,23.4081,1
171,172,641.99,1584.16,1403.66,557.23,2388.06,47.41,524.34,2388.03,8.3648,392,39.09,23.5612,1
172,173,642.76,1588.67,1399.59,555.8,2388.02,47.24,523.99,2388.05,8.3722,393,39.03,23.3971,1
173,174,641.93,1584.01,1399.29,555.8,2388.07,47.16,524.29,2388.03,8.3593,392,39.16,23.521,1
174,175,641.77,1589.4,1402.12,556.2,2388.01,47.35,524.46,2388.09,8.3774,394,38.98,23.447,1
175,176,642.42,1585.77,1399.26,557.09,2388.04,47.42,524.23,2388.08,8.3466,392,38.98,23.4207,1
176,177,642.32,1584.82,1396.04,557.05,2388.08,47.26,524.08,2388.09,8.3673,393,39.16,23.5623,1
177,178,642.33,1588.21,1397.98,556.67,2388.13,47.35,523.66,2388.08,8.3771,393,39.15,23.4948,1
178,179,642.27,1587.5,1397.56,557.54,2388.07,47.53,524.28,2388.04,8.3735,392,39.14,23.4422,1
179,180,641.89,1585.55,1399.55,556.39,2388.09,47.27,524.68,2388.06,8.3589,392,39.01,23.4294,1
180,181,642.07,1585.09,1392.35,556.9,2388.05,47.51,523.99,2388.02,8.3446,392,39.1,23.5868,1
181,182,642.21,1587.17,1401.21,557.83,2388.14,47.25,524.8,2388.08,8.3425,391,39.23,23.5707,1
182,183,642.0,1592.46,1400.91,557.04,2388.05,47.36,524.53,2388.06,8.3832,392,39.05,23.4135,1
183,184,642.33,1578.85,1402.23,557.17,2388.09,47.32,525.29,2388.11,8.3697,392,39.1,23.4927,1
184,185,642.76,1586.83,1405.64,555.92,2388.08,47.31,524.56,2388.09,8.3718,393,39.1,23.4844,1
185,186,641.8,1588.63,1396.99,558.05,2388.04,47.38,524.59,2388.07,8.368,391,39.27,23.5417,1
186,187,642.81,1587.25,1404.0,556.88,2388.09,47.26,524.9,2388.08,8.3394,392,39.26,23.5545,1
187,188,642.7,1590.23,1402.21,558.1,2388.15,47.42,525.66,2388.05,8.3727,393,39.15,23.4015,1
188,189,642.37,1589.0,1404.06,557.31,2388.1,47.51,525.1,2388.03,8.3505,392,39.21,23.5092,1
189,190,642.2,1593.35,1403.91,557.57,2388.07,47.25,525.11,2388.09,8.3434,392,39.23,23.5175,1
190,191,643.06,1584.74,1401.15,558.1,2388.08,47.28,525.14,2388.11,8.3464,393,39.0,23.5265,1
191,192,642.45,1590.56,1402.67,558.03,2388.11,47.23,525.05,2388.06,8.3733,392,39.1,23.4574,1
192,193,641.83,1590.85,1406.0,557.76,2388.08,47.54,525.73,2388.13,8.3168,393,39.16,23.5321,1
193,194,642.54,1589.16,1402.28,556.95,2388.14,47.28,525.02,2388.08,8.3489,392,39.26,23.4015,1
194,195,642.77,1597.08,1406.16,558.53,2388.08,47.51,525.07,2388.08,8.3168,391,38.97,23.4706,1
195,196,642.92,1588.57,1396.07,557.01,2388.1,47.41,525.26,2388.16,8.3283,392,39.16,23.4867,1
196,197,642.26,1580.64,1414.22,556.97,2388.11,47.2,525.38,2388.11,8.333,391,39.21,23.5231,1
197,198,642.33,1586.88,1402.74,557.21,2388.09,47.47,525.51,2388.1,8.3382,391,39.28,23.4804,1
198,199,642.32,1580.19,1406.0,557.7,2388.08,47.27,525.55,2388.15,8.3674,393,39.07,23.5744,1
199,200,642.13,1587.84,1398.42,558.15,2388.13,47.48,525.42,2388.13,8.3392,391,39.28,23.5817,1
200,201,642.14,1589.62,1406.84,557.24,2388.08,47.47,525.05,2388.11,8.3613,392,39.3,23.4022,1
201,202,642.17,1584.95,1408.46,557.73,2388.11,47.38,525.42,2388.1,8.3383,393,39.17,23.5559,1
202,203,642.67,1587.58,1402.56,557.93,2388.1,47.43,525.95,2388.06,8.3497,394,39.26,23.5632,1
203,204,642.23,1588.77,1403.69,558.39,2388.12,47.49,526.07,2388.11,8.4082,393,39.23,23.5337,1
204,205,642.1,1584.29,1399.22,557.86,2388.07,47.37,526.36,2388.07,8.3442,392,39.11,23.5541,1
205,206,642.59,1590.74,1407.27,558.51,2388.12,47.37,526.7,2388.18,8.3672,392,39.28,23.4016,1
206,207,642.79,1593.92,1402.09,558.0,2388.12,47.51,526.5,2388.14,8.3398,393,39.38,23.5389,1
207,208,642.23,1594.18,1407.14,558.96,2388.08,47.46,526.28,2388.14,8.3187,393,39.18,23.5057,1
208,209,642.41,1593.34,1400.64,558.93,2388.11,47.54,526.94,2388.11,8.3499,395,39.28,23.4549,1
209,210,642.37,1590.0,1401.66,558.99,2388.1,47.59,526.51,2388.11,8.3481,391,39.26,23.5124,1
210,211,642.63,1592.26,1395.71,558.73,2388.17,47.46,526.2,2388.1,8.3424,391,39.1,23.6644,1
211,212,642.53,1589.85,1405.94,557.9,2388.13,47.34,526.59,2388.11,8.3563,391,39.2,23.5318,1
212,213,642.86,1584.1,1405.77,558.38,2388.08,47.35,526.38,2388.11,8.3079,393,39.09,23.418,1
213,214,642.83,1589.17,1399.32,558.66,2388.12,47.41,526.36,2388.11,8.3702,394,39.23,23.568,1
214,215,642.64,1590.91,1405.59,559.24,2388.1,47.42,526.24,2388.15,8.3058,393,39.09,23.4955,1
215,216,642.96,1589.89,1407.15,559.31,2388.14,47.52,526.87,2388.14,8.3207,394,39.26,23.4637,1
216,217,642.67,1598.96,1407.57,558.64,2388.11,47.42,525.97,2388.11,8.3253,392,39.37,23.5267,1
217,218,642.9,1591.7,1400.45,558.67,2388.14,47.46,526.53,2388.19,8.2993,393,39.26,23.4663,1
218,219,642.54,1587.98,1408.76,559.52,2388.15,47.63,526.8,2388.16,8.3401,392,39.24,23.5175,1
219,220,642.78,1586.17,1398.4,559.09,2388.13,47.44,526.77,2388.18,8.3445,393,39.27,23.6102,1
220,221,642.07,1586.11,1407.72,559.22,2388.15,47.45,527.81,2388.18,8.3386,393,39.47,23.518,1
221,222,642.58,1593.2,1407.96,559.36,2388.19,47.48,527.01,2388.15,8.3358,393,39.31,23.4482,2
222,223,642.3,1593.0,1412.62,559.26,2388.19,47.41,527.71,2388.18,8.3333,393,39.32,23.4728,2
223,224,643.24,1582.49,1400.73,560.3,2388.16,47.6,527.1,2388.12,8.3416,394,39.25,23.5433,2
224,225,642.69,1592.02,1408.49,559.53,2388.15,47.57,527.48,2388.15,8.3027,395,39.31,23.6537,2
225,226,643.01,1591.58,1408.91,559.86,2388.16,47.62,527.6,2388.12,8.3044,393,39.25,23.6287,2
226,227,642.52,1583.37,1398.52,559.73,2388.21,47.49,527.55,2388.16,8.3014,394,39.28,23.5238,2
227,228,642.39,1587.27,1401.25,559.71,2388.21,47.55,527.51,2388.16,8.3048,395,39.38,23.6203,2
228,229,642.98,1586.93,1406.13,560.51,2388.18,47.48,527.49,2388.18,8.3114,393,39.22,23.4479,2
229,230,642.8,1593.28,1401.01,560.47,2388.22,47.66,527.84,2388.22,8.2845,393,39.37,23.6093,2
230,231,642.74,1588.29,1408.17,560.42,2388.18,47.41,528.41,2388.22,8.3349,393,39.34,23.616,2
231,232,642.13,1585.31,1412.28,560.18,2388.23,47.52,528.93,2388.19,8.3044,394,39.21,23.5743,2
232,233,642.59,1592.4,1409.87,560.53,2388.22,47.53,528.05,2388.23,8.2966,393,39.43,23.5679,2
233,1,642.5,1585.0,1407.48,553.62,2388.08,47.36,521.69,2388.1,8.4578,393,39.01,23.4496,0
234,2,642.22,1586.69,1402.06,553.57,2388.09,47.66,521.78,2388.11,8.4482,391,38.85,23.319,0
235,3,642.19,1593.0,1405.72,554.35,2388.11,47.36,521.67,2388.05,8.4378,394,38.91,23.2714,0
236,4,642.46,1591.08,1408.2,553.9,2388.1,47.35,521.45,2388.1,8.4289,391,39.01,23.3981,0
237,5,642.37,1585.15,1403.87,554.07,2388.1,47.5,521.64,2388.13,8.4114,392,38.98,23.4233,0
